% Case : Normal Case 
% Bus Data
% Bus No      Bus Name         Bus Type       VA in complex#      VB in complex#      VC in complex#      IA in complex#      IB in complex#      IC in complex#   Shunt Cap   Shunt Available
1	   3	      1.06	       0	     -0.53	   0.918	     -0.53	  -0.918	     1.756	0.007419	   -0.8844	   1.517	   -0.8715	  -1.524    0.0000    0.0000
2	   2	     1.041	-0.07077	    -0.459	  0.9366	   -0.5816	 -0.8658	    0.1564	  -0.289	    0.1721	    0.28	   -0.3285	 0.00908    0.0000    0.0000
3	   0	     1.017	 -0.0856	   -0.4345	  0.9239	   -0.5828	 -0.8383	  -0.04479	 0.02693	 -0.000924	-0.05225	   0.04571	 0.02533    0.0000    0.1000
4	   4	     1.007	 -0.1032	    -0.414	  0.9234	   -0.5927	 -0.8203	  -0.04284	  0.3195	   -0.2553	 -0.1969	    0.2982	 -0.1227    0.0000    0.0000
5	   2	    0.9867	 -0.2156	   -0.3066	  0.9623	   -0.6801	 -0.7467	   -0.9671	-0.05691	    0.5328	 -0.8091	    0.4343	   0.866    0.0000    0.0000
6	   4	     1.001	 -0.1322	   -0.3862	  0.9332	   -0.6151	 -0.8011	    0.3482	   2.638	    -2.459	  -1.018	     2.111	  -1.621    0.4000    0.0000
7	   0	     0.976	 -0.1816	   -0.3307	  0.9361	   -0.6453	 -0.7544	   -0.4114	     0.3	  -0.05409	 -0.5063	    0.4655	  0.2063    0.0000    0.2000
8	   2	    0.9995	 -0.1456	   -0.3737	  0.9383	   -0.6258	 -0.7928	   -0.3058	-0.03881	    0.1865	 -0.2454	    0.1193	  0.2842    0.0000    0.0000
9	   4	      1.04	  -0.152	   -0.3884	  0.9766	   -0.6516	 -0.8246	   0.08329	  0.5756	   -0.5401	 -0.2157	    0.4568	 -0.3599    0.0000    0.0000
10	   0	     1.112	 -0.1701	   -0.4086	   1.048	   -0.7032	 -0.8778	  -0.09518	 0.05075	  0.003634	 -0.1078	   0.09154	 0.05705    0.3800    0.1200
