% Case : Normal Case 
% Bus Data
% Bus No      Bus Name         Bus Type       VA in complex#      VB in complex#      VC in complex#      IA in complex#      IB in complex#      IC in complex#   Shunt Cap   Shunt Available
1	   3	      1.06	       0	     -0.53	   0.918	     -0.53	  -0.918	     20.16	  0.5096	    -10.52	    17.2	    -9.639	  -17.71    0.0000    0.0000
2	   2	    0.9581	 -0.4123	    -0.122	   1.036	   -0.8361	 -0.6236	    -3.321	  -5.535	     6.454	 -0.1082	    -3.133	   5.643    0.0000    0.0000
3	   0	    0.8615	 -0.4959	 -0.001266	   0.994	   -0.8602	 -0.4981	  -0.08931	  0.1355	  -0.07274	 -0.1451	     0.162	0.009566    0.0000    0.1000
4	   4	    0.8097	 -0.6071	     0.121	   1.005	   -0.9306	 -0.3976	    -2.488	  -2.568	     3.468	  -0.871	   -0.9796	   3.439    0.0000    0.0000
5	   2	    0.6129	 -0.8028	    0.3888	  0.9322	    -1.002	 -0.1293	    -5.484	   2.854	    0.2707	  -6.176	     5.213	   3.323    0.0000    0.0000
6	   4	    0.7414	 -0.6859	    0.2233	   0.985	   -0.9647	 -0.2991	    -1.162	  -1.256	     1.669	 -0.3783	   -0.5068	   1.634    0.0000    0.4000
7	   0	      0.66	 -0.7529	     0.322	   0.948	    -0.982	 -0.1951	   -0.4095	   1.458	    -1.058	  -1.084	     1.467	 -0.3744    0.2000    0.0000
8	   2	    0.7134	 -0.7149	    0.2624	  0.9753	   -0.9759	 -0.2604	    -1.631	  0.8901	   0.04467	  -1.858	     1.586	  0.9675    0.0000    0.0000
9	   4	    0.6428	 -0.8315	    0.3988	  0.9724	    -1.042	 -0.1409	    0.2078	  0.1605	   -0.2429	  0.0997	   0.03513	 -0.2602    0.0000    0.0000
10	   0	    0.5806	 -0.8989	    0.4882	  0.9522	    -1.069	-0.05336	  -0.08207	  0.3343	   -0.2485	 -0.2382	    0.3306	-0.09608    0.1900    0.3100
11	   2	    0.6617	 -0.8561	    0.4105	   1.001	    -1.072	  -0.145	   -0.2358	 -0.1823	    0.2758	 -0.1131	  -0.03995	  0.2954    0.0000    0.0000
12	   4	    0.6219	 -0.8547	    0.4293	  0.9659	    -1.051	 -0.1112	   -0.6123	  0.3407	   0.01108	 -0.7006	    0.6012	  0.3599    0.0000    0.0000
13	   2	    0.6301	  -0.866	    0.4349	  0.9787	    -1.065	 -0.1127	   -0.1617	 -0.1177	    0.1828	-0.08122	  -0.02104	  0.1989    0.0000    0.0000
14	   0	    0.5577	 -0.8509	     0.458	  0.9084	    -1.016	-0.05757	   -0.1215	  0.3575	   -0.2488	  -0.284	    0.3704	-0.07348    0.0000    0.2000
15	   0	    0.5461	 -0.8491	    0.4623	  0.8975	    -1.008	-0.04838	   -0.1387	  0.4902	   -0.3552	 -0.3652	    0.4939	  -0.125    0.0000    0.1000
16	   0	    0.5779	 -0.8633	    0.4586	  0.9321	    -1.037	-0.06885	   -0.0261	  0.2257	   -0.1824	 -0.1355	    0.2085	-0.09026    0.0000    0.3000
17	   0	    0.5625	 -0.8813	     0.482	  0.9278	    -1.044	-0.04644	  0.002611	  0.6143	   -0.5333	 -0.3049	    0.5307	 -0.3094    0.0000    0.2000
18	   0	    0.5055	 -0.8541	    0.4869	  0.8648	   -0.9924	-0.01071	  -0.05171	  0.1942	   -0.1423	 -0.1419	     0.194	-0.05233    0.0000    0.1000
19	   0	    0.4956	 -0.8598	    0.4968	  0.8591	   -0.9924	0.0007015	   -0.1087	  0.6003	   -0.4655	 -0.3943	    0.5742	  -0.206    0.0000    0.1000
20	   0	    0.5127	 -0.8693	    0.4965	  0.8786	    -1.009	-0.009299	  -0.03062	  0.1338	   -0.1005	 -0.0934	    0.1311	-0.04036    0.0000    0.1000
21	   0	    0.5397	 -0.8793	    0.4916	   0.907	    -1.031	-0.02775	   0.02263	   1.208	    -1.057	 -0.5844	     1.035	 -0.6236    0.0000    0.1000
22	   4	    0.5409	   -0.88	    0.4917	  0.9085	    -1.033	-0.02845	   0.03969	 0.02447	  -0.04103	 0.02213	  0.001348	 -0.0466    0.0000    0.0000
23	   0	    0.5146	 -0.8496	    0.4785	  0.8704	    -0.993	-0.02084	  -0.01747	  0.2154	   -0.1778	 -0.1228	    0.1953	-0.09258    0.0000    0.0000
24	   0	    0.5028	 -0.8623	    0.4954	  0.8666	   -0.9981	-0.004274	    0.0845	  0.6546	   -0.6092	 -0.2541	    0.5247	 -0.4005    0.0430    0.0570
25	   4	    0.5167	  -0.876	    0.5002	  0.8855	    -1.017	-0.009503	    -0.276	 -0.1628	    0.2789	 -0.1576	 -0.002985	  0.3204    0.0000    0.0000
26	   0	    0.4696	 -0.8393	    0.4921	  0.8263	   -0.9616	 0.01299	    0.0186	  0.2606	    -0.235	 -0.1142	    0.2164	 -0.1464    0.0000    0.0000
27	   4	    0.5499	 -0.8626	    0.4721	  0.9076	    -1.022	-0.04497	    0.5221	  0.3333	   -0.5497	  0.2855	   0.02761	 -0.6188    0.0000    0.0000
28	   4	    0.7133	 -0.7108	    0.2589	  0.9731	   -0.9722	 -0.2623	   -0.2701	 -0.2711	    0.3698	 -0.0984	  -0.09969	  0.3695    0.0000    0.0000
29	   0	    0.4623	 -0.9195	    0.5651	  0.8601	    -1.027	 0.05936	  -0.01521	  0.1493	   -0.1217	 -0.0878	    0.1369	-0.06146    0.0000    0.0000
30	   0	    0.4023	 -0.9958	    0.6613	  0.8463	    -1.064	  0.1495	   -0.1264	  0.5865	   -0.4447	 -0.4028	    0.5711	 -0.1837    0.2000    0.0000
