% Case : Normal Case 
% Bus Data
% Bus No      Bus Name         Bus Type       VA in complex#      VB in complex#      VC in complex#      IA in complex#      IB in complex#      IC in complex#   Shunt Cap   Shunt Available
1	   3	      1.06	       0	     -0.53	   0.918	     -0.53	  -0.918	     2.082	 0.07688	    -1.108	   1.765	   -0.9744	  -1.841    0.0000    0.0000
2	   2	      1.04	-0.08429	   -0.4468	  0.9425	   -0.5928	 -0.8582	    0.1487	 -0.3383	    0.2186	  0.2979	   -0.3673	 0.04039    0.0000    0.0000
3	   0	     1.015	 -0.1043	   -0.4171	   0.931	   -0.5977	 -0.8267	  -0.06656	 0.04209	 -0.003166	-0.07869	   0.06973	  0.0366    0.0000    0.1000
4	   4	     1.004	 -0.1255	   -0.3934	  0.9324	   -0.6108	 -0.8069	  -0.04022	  0.2843	   -0.2261	  -0.177	    0.2664	 -0.1073    0.0000    0.0000
5	   2	      0.98	 -0.2445	   -0.2782	  0.9709	   -0.7017	 -0.7264	   -0.9471	 0.05679	    0.4244	 -0.8486	    0.5227	  0.7918    0.0000    0.0000
6	   4	    0.9972	 -0.1602	   -0.3599	  0.9437	   -0.6374	 -0.7835	    0.4347	   2.706	    -2.561	 -0.9767	     2.126	   -1.73    0.4000    0.0000
7	   0	    0.9767	 -0.2268	   -0.2919	  0.9593	   -0.6848	 -0.7325	   -0.5907	  0.4719	   -0.1133	 -0.7475	     0.704	  0.2756    0.2000    0.0000
8	   2	     0.995	 -0.1736	   -0.3472	  0.9485	   -0.6478	 -0.7749	   -0.3068	-0.03021	    0.1796	 -0.2506	    0.1272	  0.2808    0.0000    0.0000
9	   4	     1.034	 -0.1883	   -0.3539	  0.9896	   -0.6801	 -0.8013	    0.1003	  0.5544	   -0.5303	 -0.1904	      0.43	 -0.3641    0.0000    0.0000
10	   0	     1.103	 -0.2124	   -0.3674	   1.061	   -0.7352	 -0.8487	   -0.1408	 0.08238	-0.0009406	 -0.1631	    0.1417	 0.08075    0.3800    0.1200
