% Case : Normal Case 
% Bus Data
% Bus No      Bus Name         Bus Type       VA in complex#      VB in complex#      VC in complex#      IA in complex#      IB in complex#      IC in complex#   Shunt Cap   Shunt Available
1	   3	      1.06	       0	     -0.53	   0.918	     -0.53	  -0.918	     2.514	  0.1673	    -1.402	   2.094	    -1.112	  -2.261    0.0000    0.0000
2	   2	     1.038	-0.09941	    -0.433	  0.9489	   -0.6052	 -0.8494	    0.1402	 -0.3764	    0.2559	  0.3096	   -0.3961	 0.06678    0.0000    0.0000
3	   0	     1.012	 -0.1369	   -0.3873	  0.9446	   -0.6244	 -0.8077	  -0.02172	  0.0148	 -0.001954	-0.02621	   0.02367	 0.01141    0.0000    0.0000
4	   4	    0.9981	 -0.1671	   -0.3544	  0.9479	   -0.6437	 -0.7809	  -0.07446	 0.01006	   0.02852	-0.06951	   0.04594	 0.05946    0.0000    0.0000
5	   2	    0.9784	 -0.2508	    -0.272	  0.9727	   -0.7064	 -0.7219	   -0.9478	 0.05844	    0.4233	 -0.8501	    0.5245	  0.7916    0.0000    0.4000
6	   4	    0.9902	  -0.199	   -0.3228	   0.957	   -0.6674	  -0.758	   0.01441	 0.07169	  -0.06929	-0.02337	   0.05488	-0.04832    0.0000    0.0000
7	   0	     0.976	 -0.2276	   -0.2909	  0.9591	   -0.6851	 -0.7314	   -0.1968	  0.1576	  -0.03805	 -0.2493	    0.2349	 0.09168    0.0000    0.2000
8	   2	    0.9875	 -0.2122	     -0.31	  0.9613	   -0.6775	 -0.7491	   -0.3063	-0.01181	    0.1634	 -0.2594	    0.1429	  0.2712    0.0000    0.0000
9	   4	     1.017	 -0.2662	   -0.2778	   1.014	   -0.7389	 -0.7474	   0.07579	  0.2895	   -0.2886	 -0.0791	    0.2128	 -0.2104    0.0000    0.0000
10	   0	     1.035	 -0.3036	   -0.2546	   1.048	   -0.7804	 -0.7445	  -0.04639	 0.03406	 -0.006301	 -0.0572	   0.05269	 0.02315    0.1900    0.3100
11	   2	     1.047	 -0.2741	    -0.286	   1.044	   -0.7607	 -0.7694	  -0.03775	 -0.1442	    0.1437	 0.03939	    -0.106	  0.1048    0.0000    0.0000
12	   4	     1.021	 -0.2741	    -0.273	   1.021	   -0.7478	  -0.747	  -0.05201	  0.2148	     -0.16	 -0.1525	     0.212	-0.06237    0.0000    0.0000
13	   2	     1.034	 -0.2777	   -0.2767	   1.035	   -0.7577	 -0.7569	  -0.02593	-0.09658	   0.09661	 0.02583	  -0.07067	 0.07075    0.0000    0.0000
14	   0	     1.005	 -0.2872	   -0.2537	   1.014	   -0.7511	 -0.7266	  -0.05284	 0.03103	-0.0004523	-0.06127	   0.05329	 0.03024    0.0000    0.2000
15	   0	     1.002	 -0.2898	     -0.25	   1.013	    -0.752	 -0.7228	  -0.06886	 0.04487	 -0.004427	-0.08206	   0.07328	  0.0372    0.0000    0.0000
16	   0	     1.018	 -0.2903	   -0.2575	   1.027	   -0.7604	 -0.7363	  -0.02714	 0.02541	 -0.008433	-0.03621	   0.03557	  0.0108    0.0000    0.3000
17	   0	     1.024	 -0.3014	   -0.2511	   1.038	   -0.7731	 -0.7362	  -0.06552	 0.07585	  -0.03293	-0.09467	   0.09845	 0.01882    0.0000    0.0000
18	   0	    0.9986	 -0.3032	   -0.2368	   1.016	   -0.7618	 -0.7133	  -0.02683	 0.01716	 -0.001442	-0.03182	   0.02828	 0.01466    0.0000    0.1000
19	   0	     1.001	 -0.3087	    -0.233	   1.021	   -0.7676	 -0.7121	  -0.07712	 0.05775	  -0.01145	-0.09567	   0.08857	 0.03791    0.0000    0.0000
20	   0	     1.008	 -0.3083	    -0.237	   1.027	    -0.771	 -0.7189	  -0.01801	 0.01242	 -0.001749	-0.02181	   0.01976	0.009389    0.0000    0.0000
21	   0	    0.9993	   -0.29	   -0.2485	    1.01	   -0.7508	 -0.7205	   -0.1315	  0.1501	  -0.06421	 -0.1889	    0.1957	 0.03884    0.0000    0.0000
22	   4	    0.9932	 -0.2841	   -0.2506	   1.002	   -0.7426	 -0.7181	    0.1711	  0.5979	   -0.6034	 -0.1508	    0.4322	 -0.4471    0.0000    0.0000
23	   0	    0.9911	 -0.2953	   -0.2398	   1.006	   -0.7513	 -0.7107	  -0.02524	 0.02366	 -0.007874	-0.03369	   0.03311	 0.01002    0.0000    0.0000
24	   0	    0.9863	  -0.299	   -0.2342	   1.004	   -0.7521	 -0.7047	  -0.06192	  0.0867	  -0.04413	-0.09698	     0.106	 0.01027    0.0430    0.0570
25	   4	    0.9748	 -0.2898	   -0.2364	  0.9891	   -0.7384	 -0.6993	    0.0081	 0.02724	  -0.02764	-0.006605	   0.01954	-0.02063    0.0000    1.0000
26	   0	    0.9558	 -0.2918	   -0.2252	  0.9736	   -0.7306	 -0.6818	  -0.02678	 0.03224	  -0.01453	-0.03931	   0.04131	 0.00707    0.0000    0.1000
27	   4	    0.9819	  -0.287	   -0.2424	  0.9939	   -0.7395	 -0.7069	    0.1259	   0.435	   -0.4397	 -0.1085	    0.3138	 -0.3266    0.0000    0.0000
28	   4	    0.9848	 -0.2102	   -0.3104	   0.958	   -0.6744	 -0.7478	 -0.003345	-0.01567	   0.01524	0.004939	   -0.0119	 0.01073    0.0000    0.0000
29	   0	     1.015	 -0.3678	    -0.189	   1.063	    -0.826	 -0.6951	  -0.01789	 0.01763	 -0.006323	-0.02431	   0.02421	0.006677    0.0000    0.5000
